"country","country_code","year_week","age_group","new_cases","population","rate_14_day_per_100k","source"
"Cyprus","CY","2020-09","<15yr",NA,142384,NA,"TESSy COVID-19"
"Cyprus","CY","2020-10","<15yr",0,142384,NA,"TESSy COVID-19"
"Cyprus","CY","2020-11","<15yr",2,142384,1.40465220811327,"TESSy COVID-19"
"Cyprus","CY","2020-12","<15yr",1,142384,2.10697831216991,"TESSy COVID-19"
"Cyprus","CY","2020-13","<15yr",5,142384,4.21395662433981,"TESSy COVID-19"
"Cyprus","CY","2020-14","<15yr",11,142384,11.2372176649062,"TESSy COVID-19"
"Cyprus","CY","2020-15","<15yr",9,142384,14.0465220811327,"TESSy COVID-19"
"Cyprus","CY","2020-16","<15yr",11,142384,14.0465220811327,"TESSy COVID-19"
"Cyprus","CY","2020-17","<15yr",1,142384,8.42791324867963,"TESSy COVID-19"
"Cyprus","CY","2020-18","<15yr",2,142384,2.10697831216991,"TESSy COVID-19"
"Cyprus","CY","2020-19","<15yr",4,142384,4.21395662433981,"TESSy COVID-19"
"Cyprus","CY","2020-20","<15yr",1,142384,3.51163052028318,"TESSy COVID-19"
"Cyprus","CY","2020-21","<15yr",0,142384,0.702326104056636,"TESSy COVID-19"
"Cyprus","CY","2020-22","<15yr",2,142384,1.40465220811327,"TESSy COVID-19"
"Cyprus","CY","2020-23","<15yr",3,142384,3.51163052028318,"TESSy COVID-19"
"Cyprus","CY","2020-24","<15yr",1,142384,2.80930441622654,"TESSy COVID-19"
"Cyprus","CY","2020-25","<15yr",0,142384,0.702326104056636,"TESSy COVID-19"
"Cyprus","CY","2020-26","<15yr",0,142384,0,"TESSy COVID-19"
"Cyprus","CY","2020-27","<15yr",0,142384,0,"TESSy COVID-19"
"Cyprus","CY","2020-28","<15yr",0,142384,0,"TESSy COVID-19"
"Cyprus","CY","2020-29","<15yr",0,142384,0,"TESSy COVID-19"
"Cyprus","CY","2020-30","<15yr",1,142384,0.702326104056636,"TESSy COVID-19"
"Cyprus","CY","2020-31","<15yr",10,142384,7.72558714462299,"TESSy COVID-19"
"Cyprus","CY","2020-32","<15yr",6,142384,11.2372176649062,"TESSy COVID-19"
"Cyprus","CY","2020-33","<15yr",2,142384,5.61860883245308,"TESSy COVID-19"
"Cyprus","CY","2020-34","<15yr",4,142384,4.21395662433981,"TESSy COVID-19"
"Cyprus","CY","2020-35","<15yr",2,142384,4.21395662433981,"TESSy COVID-19"
"Cyprus","CY","2020-36","<15yr",2,142384,2.80930441622654,"TESSy COVID-19"
"Cyprus","CY","2020-37","<15yr",3,142384,3.51163052028318,"TESSy COVID-19"
"Cyprus","CY","2020-38","<15yr",1,142384,2.80930441622654,"TESSy COVID-19"
"Cyprus","CY","2020-39","<15yr",6,142384,4.91628272839645,"TESSy COVID-19"
"Cyprus","CY","2020-40","<15yr",21,142384,18.9628048095292,"TESSy COVID-19"
"Cyprus","CY","2020-41","<15yr",14,142384,24.5814136419822,"TESSy COVID-19"
"Cyprus","CY","2020-42","<15yr",32,142384,32.3070007866052,"TESSy COVID-19"
"Cyprus","CY","2020-43","<15yr",86,142384,82.874480278683,"TESSy COVID-19"
"Cyprus","CY","2020-44","<15yr",106,142384,134.846611978874,"TESSy COVID-19"
"Cyprus","CY","2020-45","<15yr",132,142384,167.153612765479,"TESSy COVID-19"
"Cyprus","CY","2020-46","<15yr",134,142384,186.818743679065,"TESSy COVID-19"
"Cyprus","CY","2020-47","<15yr",139,142384,191.735026407462,"TESSy COVID-19"
"Cyprus","CY","2020-48","<15yr",200,142384,238.0885492752,"TESSy COVID-19"
"Cyprus","CY","2020-49","<15yr",328,142384,370.828182941904,"TESSy COVID-19"
"Cyprus","CY","2020-50","<15yr",329,142384,461.42825036521,"TESSy COVID-19"
"Cyprus","CY","2020-51","<15yr",295,142384,438.251488931341,"TESSy COVID-19"
"Cyprus","CY","2020-52","<15yr",253,142384,384.874705023036,"TESSy COVID-19"
"Cyprus","CY","2020-53","<15yr",324,142384,405.242162040679,"TESSy COVID-19"
"Cyprus","CY","2021-01","<15yr",279,142384,423.502640746151,"TESSy COVID-19"
"Cyprus","CY","2021-02","<15yr",140,142384,294.27463759973,"TESSy COVID-19"
"Cyprus","CY","2021-03","<15yr",98,142384,167.153612765479,"TESSy COVID-19"
"Cyprus","CY","2021-04","<15yr",80,142384,125.014046522081,"TESSy COVID-19"
"Cyprus","CY","2021-05","<15yr",90,142384,119.395437689628,"TESSy COVID-19"
"Cyprus","CY","2021-06","<15yr",63,142384,107.455893920665,"TESSy COVID-19"
"Cyprus","CY","2021-07","<15yr",118,142384,127.121024834251,"TESSy COVID-19"
"Cyprus","CY","2021-08","<15yr",249,142384,257.753680188785,"TESSy COVID-19"
"Cyprus","CY","2021-09","<15yr",229,142384,335.711877739072,"TESSy COVID-19"
"Cyprus","CY","2021-10","<15yr",376,142384,424.907292954265,"TESSy COVID-19"
"Cyprus","CY","2021-11","<15yr",347,142384,507.781773232948,"TESSy COVID-19"
"Cyprus","CY","2021-12","<15yr",288,142384,445.977076075964,"TESSy COVID-19"
"Cyprus","CY","2021-13","<15yr",406,142384,487.414316215305,"TESSy COVID-19"
"Cyprus","CY","2021-14","<15yr",461,142384,608.916732217103,"TESSy COVID-19"
"Cyprus","CY","2021-15","<15yr",694,142384,811.186650185414,"TESSy COVID-19"
"Cyprus","CY","2021-16","<15yr",805,142384,1052.7868299809,"TESSy COVID-19"
"Cyprus","CY","2021-17","<15yr",499,142384,915.833239689853,"TESSy COVID-19"
"Cyprus","CY","2021-18","<15yr",413,142384,640.521406899652,"TESSy COVID-19"
"Cyprus","CY","2021-19","<15yr",186,142384,420.693336329925,"TESSy COVID-19"
"Cyprus","CY","2021-20","<15yr",104,142384,203.674570176424,"TESSy COVID-19"
"Cyprus","CY","2021-21","<15yr",100,142384,143.274525227554,"TESSy COVID-19"
"Cyprus","CY","2021-22","<15yr",56,142384,109.562872232835,"TESSy COVID-19"
"Cyprus","CY","2021-23","<15yr",90,142384,102.539611192269,"TESSy COVID-19"
"Cyprus","CY","2021-24","<15yr",62,142384,106.753567816609,"TESSy COVID-19"
"Cyprus","CY","2021-25","<15yr",107,142384,118.693111585571,"TESSy COVID-19"
"Cyprus","CY","2021-26","<15yr",304,142384,288.656028767277,"TESSy COVID-19"
"Cyprus","CY","2021-27","<15yr",762,142384,748.679626924374,"TESSy COVID-19"
"Cyprus","CY","2021-28","<15yr",1129,142384,1328.0986627711,"TESSy COVID-19"
"Cyprus","CY","2021-29","<15yr",1070,142384,1544.41510282054,"TESSy COVID-19"
"Cyprus","CY","2021-30","<15yr",761,142384,1285.9590965277,"TESSy COVID-19"
"Cyprus","CY","2021-31","<15yr",442,142384,844.898303180133,"TESSy COVID-19"
"Cyprus","CY","2021-32","<15yr",370,142384,570.288796493988,"TESSy COVID-19"
"Cyprus","CY","2021-33","<15yr",314,142384,480.391055174739,"TESSy COVID-19"
"Cyprus","CY","2021-34","<15yr",274,142384,412.967749185302,"TESSy COVID-19"
"Cyprus","CY","2021-35","<15yr",235,142384,357.483986964828,"TESSy COVID-19"
"Cyprus","CY","2021-36","<15yr",193,142384,300.59557253624,"TESSy COVID-19"
"Cyprus","CY","2021-37","<15yr",173,142384,257.051354084729,"TESSy COVID-19"
"Cyprus","CY","2021-38","<15yr",144,142384,222.637374985954,"TESSy COVID-19"
"Cyprus","CY","2021-39","<15yr",107,142384,176.283852118216,"TESSy COVID-19"
"Cyprus","CY","2021-40","<15yr",103,142384,147.488481851894,"TESSy COVID-19"
"Cyprus","CY","2021-41","<15yr",129,142384,162.93965614114,"TESSy COVID-19"
"Cyprus","CY","2021-42","<15yr",179,142384,216.316440049444,"TESSy COVID-19"
"Cyprus","CY","2021-43","<15yr",194,142384,261.967636813125,"TESSy COVID-19"
"Cyprus","CY","2021-44","<15yr",271,142384,326.581638386336,"TESSy COVID-19"
"Cyprus","CY","2021-45","<15yr",415,142384,481.795707382852,"TESSy COVID-19"
"Cyprus","CY","2021-46","<15yr",572,142384,693.195864703899,"TESSy COVID-19"
"Cyprus","CY","2020-01","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-02","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-03","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-04","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-05","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-06","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-07","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-08","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-09","15-24yr",NA,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-10","15-24yr",0,113019,NA,"TESSy COVID-19"
"Cyprus","CY","2020-11","15-24yr",2,113019,1.76961395871491,"TESSy COVID-19"
"Cyprus","CY","2020-12","15-24yr",2,113019,3.53922791742981,"TESSy COVID-19"
"Cyprus","CY","2020-13","15-24yr",6,113019,7.07845583485963,"TESSy COVID-19"
"Cyprus","CY","2020-14","15-24yr",19,113019,22.1201744839363,"TESSy COVID-19"
"Cyprus","CY","2020-15","15-24yr",17,113019,31.8530512568683,"TESSy COVID-19"
"Cyprus","CY","2020-16","15-24yr",5,113019,19.465753545864,"TESSy COVID-19"
"Cyprus","CY","2020-17","15-24yr",9,113019,12.3872977110043,"TESSy COVID-19"
"Cyprus","CY","2020-18","15-24yr",7,113019,14.1569116697193,"TESSy COVID-19"
"Cyprus","CY","2020-19","15-24yr",3,113019,8.84806979357453,"TESSy COVID-19"
"Cyprus","CY","2020-20","15-24yr",3,113019,5.30884187614472,"TESSy COVID-19"
"Cyprus","CY","2020-21","15-24yr",4,113019,6.19364885550217,"TESSy COVID-19"
"Cyprus","CY","2020-22","15-24yr",2,113019,5.30884187614472,"TESSy COVID-19"
"Cyprus","CY","2020-23","15-24yr",7,113019,7.96326281421708,"TESSy COVID-19"
"Cyprus","CY","2020-24","15-24yr",5,113019,10.6176837522894,"TESSy COVID-19"
"Cyprus","CY","2020-25","15-24yr",2,113019,6.19364885550217,"TESSy COVID-19"
"Cyprus","CY","2020-26","15-24yr",2,113019,3.53922791742981,"TESSy COVID-19"
"Cyprus","CY","2020-27","15-24yr",4,113019,5.30884187614472,"TESSy COVID-19"
"Cyprus","CY","2020-28","15-24yr",3,113019,6.19364885550217,"TESSy COVID-19"
"Cyprus","CY","2020-29","15-24yr",4,113019,6.19364885550217,"TESSy COVID-19"
"Cyprus","CY","2020-30","15-24yr",5,113019,7.96326281421708,"TESSy COVID-19"
"Cyprus","CY","2020-31","15-24yr",23,113019,24.7745954220087,"TESSy COVID-19"
"Cyprus","CY","2020-32","15-24yr",22,113019,39.8163140710854,"TESSy COVID-19"
"Cyprus","CY","2020-33","15-24yr",28,113019,44.2403489678727,"TESSy COVID-19"
"Cyprus","CY","2020-34","15-24yr",22,113019,44.2403489678727,"TESSy COVID-19"
"Cyprus","CY","2020-35","15-24yr",15,113019,32.7378582362258,"TESSy COVID-19"
"Cyprus","CY","2020-36","15-24yr",7,113019,19.465753545864,"TESSy COVID-19"
"Cyprus","CY","2020-37","15-24yr",7,113019,12.3872977110043,"TESSy COVID-19"
"Cyprus","CY","2020-38","15-24yr",20,113019,23.8897884426512,"TESSy COVID-19"
"Cyprus","CY","2020-39","15-24yr",24,113019,38.9315070917279,"TESSy COVID-19"
"Cyprus","CY","2020-40","15-24yr",21,113019,39.8163140710854,"TESSy COVID-19"
"Cyprus","CY","2020-41","15-24yr",57,113019,69.0149443898814,"TESSy COVID-19"
"Cyprus","CY","2020-42","15-24yr",134,113019,168.998133057274,"TESSy COVID-19"
"Cyprus","CY","2020-43","15-24yr",188,113019,284.9078473531,"TESSy COVID-19"
"Cyprus","CY","2020-44","15-24yr",208,113019,350.383563825551,"TESSy COVID-19"
"Cyprus","CY","2020-45","15-24yr",244,113019,399.932754669569,"TESSy COVID-19"
"Cyprus","CY","2020-46","15-24yr",188,113019,382.23661508242,"TESSy COVID-19"
"Cyprus","CY","2020-47","15-24yr",297,113019,429.131384988365,"TESSy COVID-19"
"Cyprus","CY","2020-48","15-24yr",253,113019,486.643838646599,"TESSy COVID-19"
"Cyprus","CY","2020-49","15-24yr",395,113019,573.35492262363,"TESSy COVID-19"
"Cyprus","CY","2020-50","15-24yr",395,113019,698.997513692388,"TESSy COVID-19"
"Cyprus","CY","2020-51","15-24yr",361,113019,668.914076394235,"TESSy COVID-19"
"Cyprus","CY","2020-52","15-24yr",298,113019,583.087799396562,"TESSy COVID-19"
"Cyprus","CY","2020-53","15-24yr",578,113019,775.090913917129,"TESSy COVID-19"
"Cyprus","CY","2021-01","15-24yr",457,113019,915.775223634964,"TESSy COVID-19"
"Cyprus","CY","2021-02","15-24yr",218,113019,597.244711066281,"TESSy COVID-19"
"Cyprus","CY","2021-03","15-24yr",118,113019,297.295145064104,"TESSy COVID-19"
"Cyprus","CY","2021-04","15-24yr",115,113019,206.160026190287,"TESSy COVID-19"
"Cyprus","CY","2021-05","15-24yr",122,113019,209.699254107716,"TESSy COVID-19"
"Cyprus","CY","2021-06","15-24yr",100,113019,196.427149417355,"TESSy COVID-19"
"Cyprus","CY","2021-07","15-24yr",86,113019,164.574098160486,"TESSy COVID-19"
"Cyprus","CY","2021-08","15-24yr",153,113019,211.468868066431,"TESSy COVID-19"
"Cyprus","CY","2021-09","15-24yr",256,113019,361.886054557198,"TESSy COVID-19"
"Cyprus","CY","2021-10","15-24yr",365,113019,549.465134180978,"TESSy COVID-19"
"Cyprus","CY","2021-11","15-24yr",367,113019,647.678708889656,"TESSy COVID-19"
"Cyprus","CY","2021-12","15-24yr",345,113019,629.982569302507,"TESSy COVID-19"
"Cyprus","CY","2021-13","15-24yr",486,113019,735.274599846044,"TESSy COVID-19"
"Cyprus","CY","2021-14","15-24yr",649,113019,1004.25592157071,"TESSy COVID-19"
"Cyprus","CY","2021-15","15-24yr",874,113019,1347.5610295614,"TESSy COVID-19"
"Cyprus","CY","2021-16","15-24yr",972,113019,1633.35368389386,"TESSy COVID-19"
"Cyprus","CY","2021-17","15-24yr",655,113019,1439.58095541458,"TESSy COVID-19"
"Cyprus","CY","2021-18","15-24yr",498,113019,1020.18244719914,"TESSy COVID-19"
"Cyprus","CY","2021-19","15-24yr",233,113019,646.793901910298,"TESSy COVID-19"
"Cyprus","CY","2021-20","15-24yr",128,113019,319.415319548041,"TESSy COVID-19"
"Cyprus","CY","2021-21","15-24yr",92,113019,194.65753545864,"TESSy COVID-19"
"Cyprus","CY","2021-22","15-24yr",74,113019,146.877958573337,"TESSy COVID-19"
"Cyprus","CY","2021-23","15-24yr",63,113019,121.218556171971,"TESSy COVID-19"
"Cyprus","CY","2021-24","15-24yr",137,113019,176.961395871491,"TESSy COVID-19"
"Cyprus","CY","2021-25","15-24yr",558,113019,614.94085065343,"TESSy COVID-19"
"Cyprus","CY","2021-26","15-24yr",1736,113019,2029.747210646,"TESSy COVID-19"
"Cyprus","CY","2021-27","15-24yr",2526,113019,3771.04734602147,"TESSy COVID-19"
"Cyprus","CY","2021-28","15-24yr",2223,113019,4201.94834496855,"TESSy COVID-19"
"Cyprus","CY","2021-29","15-24yr",1706,113019,3476.40662189543,"TESSy COVID-19"
"Cyprus","CY","2021-30","15-24yr",1058,113019,2445.606490944,"TESSy COVID-19"
"Cyprus","CY","2021-31","15-24yr",854,113019,1691.75094453145,"TESSy COVID-19"
"Cyprus","CY","2021-32","15-24yr",631,113019,1313.93836434582,"TESSy COVID-19"
"Cyprus","CY","2021-33","15-24yr",544,113019,1039.64820074501,"TESSy COVID-19"
"Cyprus","CY","2021-34","15-24yr",406,113019,840.566630389581,"TESSy COVID-19"
"Cyprus","CY","2021-35","15-24yr",292,113019,617.595271591502,"TESSy COVID-19"
"Cyprus","CY","2021-36","15-24yr",148,113019,389.315070917279,"TESSy COVID-19"
"Cyprus","CY","2021-37","15-24yr",118,113019,235.358656509083,"TESSy COVID-19"
"Cyprus","CY","2021-38","15-24yr",92,113019,185.809465665065,"TESSy COVID-19"
"Cyprus","CY","2021-39","15-24yr",90,113019,161.034870243057,"TESSy COVID-19"
"Cyprus","CY","2021-40","15-24yr",124,113019,189.348693582495,"TESSy COVID-19"
"Cyprus","CY","2021-41","15-24yr",154,113019,245.976340261372,"TESSy COVID-19"
"Cyprus","CY","2021-42","15-24yr",139,113019,259.248444951734,"TESSy COVID-19"
"Cyprus","CY","2021-43","15-24yr",131,113019,238.897884426512,"TESSy COVID-19"
"Cyprus","CY","2021-44","15-24yr",175,113019,270.750935683381,"TESSy COVID-19"
"Cyprus","CY","2021-45","15-24yr",170,113019,305.258407878321,"TESSy COVID-19"
"Cyprus","CY","2021-46","15-24yr",234,113019,357.462019660411,"TESSy COVID-19"
"Cyprus","CY","2020-01","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-02","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-03","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-04","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-05","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-06","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-07","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-08","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-09","25-49yr",NA,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-10","25-49yr",1,330295,NA,"TESSy COVID-19"
"Cyprus","CY","2020-11","25-49yr",21,330295,6.66071239346645,"TESSy COVID-19"
"Cyprus","CY","2020-12","25-49yr",37,330295,17.5600599464115,"TESSy COVID-19"
"Cyprus","CY","2020-13","25-49yr",71,330295,32.6980426588353,"TESSy COVID-19"
"Cyprus","CY","2020-14","25-49yr",78,330295,45.1111884830228,"TESSy COVID-19"
"Cyprus","CY","2020-15","25-49yr",104,330295,55.1022570732224,"TESSy COVID-19"
"Cyprus","CY","2020-16","25-49yr",32,330295,41.1753129777926,"TESSy COVID-19"
"Cyprus","CY","2020-17","25-49yr",26,330295,17.5600599464115,"TESSy COVID-19"
"Cyprus","CY","2020-18","25-49yr",25,330295,15.4407423666722,"TESSy COVID-19"
"Cyprus","CY","2020-19","25-49yr",12,330295,11.2021072071936,"TESSy COVID-19"
"Cyprus","CY","2020-20","25-49yr",6,330295,5.44967377647255,"TESSy COVID-19"
"Cyprus","CY","2020-21","25-49yr",8,330295,4.23863515947865,"TESSy COVID-19"
"Cyprus","CY","2020-22","25-49yr",6,330295,4.23863515947865,"TESSy COVID-19"
"Cyprus","CY","2020-23","25-49yr",8,330295,4.23863515947865,"TESSy COVID-19"
"Cyprus","CY","2020-24","25-49yr",8,330295,4.8441544679756,"TESSy COVID-19"
"Cyprus","CY","2020-25","25-49yr",0,330295,2.4220772339878,"TESSy COVID-19"
"Cyprus","CY","2020-26","25-49yr",5,330295,1.51379827124237,"TESSy COVID-19"
"Cyprus","CY","2020-27","25-49yr",3,330295,2.4220772339878,"TESSy COVID-19"
"Cyprus","CY","2020-28","25-49yr",14,330295,5.14691412222407,"TESSy COVID-19"
"Cyprus","CY","2020-29","25-49yr",11,330295,7.56899135621187,"TESSy COVID-19"
"Cyprus","CY","2020-30","25-49yr",15,330295,7.87175101046035,"TESSy COVID-19"
"Cyprus","CY","2020-31","25-49yr",45,330295,18.1655792549085,"TESSy COVID-19"
"Cyprus","CY","2020-32","25-49yr",38,330295,25.1290513026234,"TESSy COVID-19"
"Cyprus","CY","2020-33","25-49yr",53,330295,27.5511285366112,"TESSy COVID-19"
"Cyprus","CY","2020-34","25-49yr",37,330295,27.2483688823627,"TESSy COVID-19"
"Cyprus","CY","2020-35","25-49yr",26,330295,19.0738582176539,"TESSy COVID-19"
"Cyprus","CY","2020-36","25-49yr",8,330295,10.2938282444481,"TESSy COVID-19"
"Cyprus","CY","2020-37","25-49yr",6,330295,4.23863515947865,"TESSy COVID-19"
"Cyprus","CY","2020-38","25-49yr",33,330295,11.8076265156905,"TESSy COVID-19"
"Cyprus","CY","2020-39","25-49yr",59,330295,27.8538881908597,"TESSy COVID-19"
"Cyprus","CY","2020-40","25-49yr",59,330295,35.72563920132,"TESSy COVID-19"
"Cyprus","CY","2020-41","25-49yr",86,330295,43.9001498660289,"TESSy COVID-19"
"Cyprus","CY","2020-42","25-49yr",368,330295,137.452883028808,"TESSy COVID-19"
"Cyprus","CY","2020-43","25-49yr",503,330295,263.703658850422,"TESSy COVID-19"
"Cyprus","CY","2020-44","25-49yr",453,330295,289.438229461542,"TESSy COVID-19"
"Cyprus","CY","2020-45","25-49yr",585,330295,314.264521109917,"TESSy COVID-19"
"Cyprus","CY","2020-46","25-49yr",550,330295,343.632207572019,"TESSy COVID-19"
"Cyprus","CY","2020-47","25-49yr",765,330295,398.128945336744,"TESSy COVID-19"
"Cyprus","CY","2020-48","25-49yr",728,330295,452.020163792973,"TESSy COVID-19"
"Cyprus","CY","2020-49","25-49yr",1089,330295,550.114291769479,"TESSy COVID-19"
"Cyprus","CY","2020-50","25-49yr",1093,330295,660.621565570172,"TESSy COVID-19"
"Cyprus","CY","2020-51","25-49yr",1001,330295,633.978715996306,"TESSy COVID-19"
"Cyprus","CY","2020-52","25-49yr",942,330295,588.262008204787,"TESSy COVID-19"
"Cyprus","CY","2020-53","25-49yr",1615,330295,774.15643591335,"TESSy COVID-19"
"Cyprus","CY","2021-01","25-49yr",1216,330295,857.112581177432,"TESSy COVID-19"
"Cyprus","CY","2021-02","25-49yr",684,330295,575.243343072102,"TESSy COVID-19"
"Cyprus","CY","2021-03","25-49yr",399,330295,327.888705551098,"TESSy COVID-19"
"Cyprus","CY","2021-04","25-49yr",348,330295,226.161461723611,"TESSy COVID-19"
"Cyprus","CY","2021-05","25-49yr",345,330295,209.812440394193,"TESSy COVID-19"
"Cyprus","CY","2021-06","25-49yr",307,330295,197.399294570006,"TESSy COVID-19"
"Cyprus","CY","2021-07","25-49yr",298,330295,183.169590820327,"TESSy COVID-19"
"Cyprus","CY","2021-08","25-49yr",567,330295,261.887100924931,"TESSy COVID-19"
"Cyprus","CY","2021-09","25-49yr",864,330295,433.249065229568,"TESSy COVID-19"
"Cyprus","CY","2021-10","25-49yr",1109,330295,597.344797832241,"TESSy COVID-19"
"Cyprus","CY","2021-11","25-49yr",1104,330295,670.007114851875,"TESSy COVID-19"
"Cyprus","CY","2021-12","25-49yr",998,330295,636.400793230294,"TESSy COVID-19"
"Cyprus","CY","2021-13","25-49yr",1360,330295,713.907264717904,"TESSy COVID-19"
"Cyprus","CY","2021-14","25-49yr",1733,330295,936.435610590533,"TESSy COVID-19"
"Cyprus","CY","2021-15","25-49yr",2101,330295,1160.78051438865,"TESSy COVID-19"
"Cyprus","CY","2021-16","25-49yr",2646,330295,1437.20007871751,"TESSy COVID-19"
"Cyprus","CY","2021-17","25-49yr",1844,330295,1359.39084757565,"TESSy COVID-19"
"Cyprus","CY","2021-18","25-49yr",1482,330295,1006.97861003043,"TESSy COVID-19"
"Cyprus","CY","2021-19","25-49yr",716,330295,665.465720038148,"TESSy COVID-19"
"Cyprus","CY","2021-20","25-49yr",432,330295,347.568083077249,"TESSy COVID-19"
"Cyprus","CY","2021-21","25-49yr",244,330295,204.665526271969,"TESSy COVID-19"
"Cyprus","CY","2021-22","25-49yr",200,330295,134.425286486323,"TESSy COVID-19"
"Cyprus","CY","2021-23","25-49yr",215,330295,125.645256513117,"TESSy COVID-19"
"Cyprus","CY","2021-24","25-49yr",212,330295,129.278372364099,"TESSy COVID-19"
"Cyprus","CY","2021-25","25-49yr",446,330295,199.215852495496,"TESSy COVID-19"
"Cyprus","CY","2021-26","25-49yr",1270,330295,519.535566690383,"TESSy COVID-19"
"Cyprus","CY","2021-27","25-49yr",2880,330295,1256.45256513117,"TESSy COVID-19"
"Cyprus","CY","2021-28","25-49yr",3708,330295,1994.58060218895,"TESSy COVID-19"
"Cyprus","CY","2021-29","25-49yr",3204,330295,2092.67473016546,"TESSy COVID-19"
"Cyprus","CY","2021-30","25-49yr",2277,330295,1659.42566493589,"TESSy COVID-19"
"Cyprus","CY","2021-31","25-49yr",1589,330295,1170.4688233246,"TESSy COVID-19"
"Cyprus","CY","2021-32","25-49yr",1192,330295,841.974598465009,"TESSy COVID-19"
"Cyprus","CY","2021-33","25-49yr",1003,330295,664.557441075402,"TESSy COVID-19"
"Cyprus","CY","2021-34","25-49yr",720,330295,521.654884270122,"TESSy COVID-19"
"Cyprus","CY","2021-35","25-49yr",624,330295,406.90897530995,"TESSy COVID-19"
"Cyprus","CY","2021-36","25-49yr",420,330295,316.081079035408,"TESSy COVID-19"
"Cyprus","CY","2021-37","25-49yr",362,330295,236.758049622307,"TESSy COVID-19"
"Cyprus","CY","2021-38","25-49yr",312,330295,204.060006963472,"TESSy COVID-19"
"Cyprus","CY","2021-39","25-49yr",310,330295,188.316504942551,"TESSy COVID-19"
"Cyprus","CY","2021-40","25-49yr",333,330295,194.674457681769,"TESSy COVID-19"
"Cyprus","CY","2021-41","25-49yr",396,330295,220.711787947138,"TESSy COVID-19"
"Cyprus","CY","2021-42","25-49yr",392,330295,238.574607547798,"TESSy COVID-19"
"Cyprus","CY","2021-43","25-49yr",466,330295,259.767783345191,"TESSy COVID-19"
"Cyprus","CY","2021-44","25-49yr",597,330295,321.833512466129,"TESSy COVID-19"
"Cyprus","CY","2021-45","25-49yr",704,330295,393.890310177266,"TESSy COVID-19"
"Cyprus","CY","2021-46","25-49yr",937,330295,496.828592621747,"TESSy COVID-19"
"Cyprus","CY","2020-01","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-02","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-03","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-04","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-05","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-06","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-07","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-08","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-09","50-64yr",NA,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-10","50-64yr",0,157419,NA,"TESSy COVID-19"
"Cyprus","CY","2020-11","50-64yr",14,157419,8.89346266969045,"TESSy COVID-19"
"Cyprus","CY","2020-12","50-64yr",19,157419,20.9631620071275,"TESSy COVID-19"
"Cyprus","CY","2020-13","50-64yr",39,157419,36.8443453458604,"TESSy COVID-19"
"Cyprus","CY","2020-14","50-64yr",58,157419,61.6189913542838,"TESSy COVID-19"
"Cyprus","CY","2020-15","50-64yr",42,157419,63.5247333549317,"TESSy COVID-19"
"Cyprus","CY","2020-16","50-64yr",26,157419,43.1968186813536,"TESSy COVID-19"
"Cyprus","CY","2020-17","50-64yr",11,157419,23.5041513413248,"TESSy COVID-19"
"Cyprus","CY","2020-18","50-64yr",8,157419,12.069699337437,"TESSy COVID-19"
"Cyprus","CY","2020-19","50-64yr",4,157419,7.62296800259181,"TESSy COVID-19"
"Cyprus","CY","2020-20","50-64yr",3,157419,4.44673133484522,"TESSy COVID-19"
"Cyprus","CY","2020-21","50-64yr",4,157419,4.44673133484522,"TESSy COVID-19"
"Cyprus","CY","2020-22","50-64yr",1,157419,3.17623666774659,"TESSy COVID-19"
